vmID,Read_Iops,Write_Iops,Read_Latency,Write_Latency,Memory,CPU_Cores,Location,B&R_Location,Cloud_%,OnPrem_%,Reliability_%,Cost_$,Policy_Num
VM-10,2,25,233,289,2048,5,Arizona,South Dakota,30,70,52,12961,1
VM-6,50,41,300,201,2048,13,Tennessee,Alaska,48,52,66,16761,1
VM-1,50,34,214,296,1024,10,Kentucky,New Hampshire,86,14,61,19908,1
VM-1,46,9,290,208,3072,14,North Carolina,South Carolina,61,39,66,15860,1
VM-7,8,5,300,218,1024,8,New York,Montana,96,4,58,13121,1
VM-3,50,20,243,270,2048,7,Massachusetts,Idaho,63,37,54,12986,1
VM-7,41,22,213,259,1024,6,Missouri,Delaware,24,76,67,17980,1
VM-3,22,7,285,224,2048,5,Missouri,South Dakota,87,13,61,15261,1
VM-6,9,39,250,289,2048,7,Wyoming,New York,92,8,67,10485,1
VM-3,50,16,208,223,1024,9,Arkansas,North Carolina,53,47,62,14724,1
VM-5,22,22,236,294,2048,7,North Dakota,Idaho,15,85,68,15390,1
VM-10,24,34,280,233,2048,10,West Virginia,Wyoming,89,11,69,16117,1
VM-4,32,11,262,256,1024,6,Delaware,Kansas,68,32,65,18192,1
VM-3,15,7,229,293,2048,12,Nebraska,New York,44,56,56,11989,1
VM-7,36,24,275,261,1024,11,New York,Arizona,3,97,55,15276,1
VM-7,14,25,215,236,3072,14,Minnesota,North Dakota,30,70,57,10172,1
VM-8,16,33,239,281,2048,9,South Carolina,West Virginia,6,94,50,10376,1
VM-7,13,39,228,205,3072,8,Virginia,Mississippi,38,62,59,11320,1
VM-2,17,30,238,206,3072,11,Montana,Rhode Island,32,68,68,18074,1
VM-2,43,15,213,261,2048,7,California,Virginia,79,21,50,17893,1
VM-2,17,49,298,252,1024,13,Rhode Island,Washington,2,98,67,12653,1
VM-1,38,3,293,208,3072,13,South Carolina,Hawaii,63,37,56,16509,1
VM-4,30,39,272,253,2048,12,Arizona,Nevada,11,89,64,10944,1
VM-7,18,6,215,268,1024,1,Wyoming,Ohio,99,1,66,15881,1
VM-4,47,38,275,252,3072,11,Utah,Vermont,17,83,54,10256,1
VM-1,35,10,257,238,2048,2,New Jersey,Massachusetts,3,97,54,19274,1
VM-4,35,1,259,256,1024,13,Alabama,Oregon,82,18,68,12523,1
VM-5,4,28,294,255,3072,10,Vermont,Oregon,22,78,70,18877,1
VM-1,44,49,240,267,2048,5,Georgia,Montana,38,62,58,16487,1
VM-5,32,20,297,216,3072,6,Idaho,Arkansas,4,96,54,10266,1
VM-5,48,14,295,206,2048,9,Virginia,Wisconsin,69,31,67,18545,1
VM-2,27,30,269,209,2048,13,Florida,California,57,43,65,12824,1
VM-8,16,32,213,209,2048,8,Washington,Kansas,76,24,51,16745,1
VM-2,10,40,298,253,2048,8,Kentucky,Illinois,13,87,51,13711,1
VM-3,21,14,216,223,1024,13,Maine,Wisconsin,89,11,60,16652,1
VM-10,15,44,204,214,3072,11,Tennessee,Utah,25,75,51,13088,1
VM-7,46,2,264,281,2048,7,Maine,Nevada,73,27,67,18993,1
VM-9,48,28,276,215,3072,14,Idaho,Idaho,66,34,60,19529,1
VM-9,31,49,220,260,1024,7,North Carolina,Louisiana,9,91,63,11063,1
VM-2,50,48,227,202,3072,15,South Carolina,New Mexico,99,1,66,11660,1
VM-6,7,15,239,273,2048,4,South Carolina,Maine,71,29,69,13089,1
VM-3,24,6,268,291,3072,14,Illinois,North Carolina,63,37,69,14823,1
VM-9,4,30,288,203,1024,10,Pennsylvania,Maine,66,34,65,11067,1
VM-8,43,23,236,276,2048,3,Arizona,West Virginia,85,15,56,17388,1
VM-2,43,9,264,251,1024,8,Nevada,North Carolina,53,47,65,13752,1
VM-9,3,24,262,293,1024,15,Maryland,Pennsylvania,62,38,61,15492,1
VM-4,50,10,241,213,3072,9,Massachusetts,Washington,98,2,57,17785,1
VM-8,48,40,265,210,3072,14,Texas,Oregon,70,30,55,10133,1
VM-2,48,10,241,215,2048,13,Connecticut,Pennsylvania,63,37,59,18633,1
VM-8,25,38,243,285,1024,2,Rhode Island,Michigan,8,92,50,19839,1
VM-10,17,1,259,268,1024,7,Georgia,West Virginia,38,62,70,16037,1
VM-3,6,27,295,246,2048,10,North Dakota,Connecticut,70,30,59,15572,1
VM-10,17,32,294,221,2048,9,Vermont,West Virginia,50,50,62,13381,1
VM-5,3,6,241,208,2048,15,Washington,New Hampshire,89,11,60,13859,1
VM-1,35,13,207,277,1024,7,New York,Arizona,21,79,55,16165,1
VM-1,24,10,251,275,3072,4,Iowa,New Mexico,21,79,54,14588,1
VM-10,16,42,292,218,2048,15,New Jersey,Arizona,1,99,64,18542,1
VM-4,15,15,233,231,2048,12,Connecticut,Nebraska,17,83,60,15129,1
VM-4,21,15,253,300,2048,15,Louisiana,Maine,95,5,58,10637,1
VM-4,12,24,212,235,2048,5,Virginia,North Carolina,73,27,58,18200,1
VM-10,32,19,248,286,1024,7,Maryland,Texas,17,83,60,18971,1
VM-6,28,10,290,276,1024,4,California,New Jersey,68,32,69,14978,1
VM-3,31,16,270,264,3072,3,South Dakota,Florida,46,54,51,17808,1
VM-5,9,24,261,283,1024,10,Idaho,Oklahoma,66,34,63,11880,1
VM-3,32,35,265,201,3072,9,Vermont,Montana,78,22,57,13590,1
VM-1,34,17,268,280,2048,2,Kansas,West Virginia,17,83,58,11348,1
VM-1,34,18,276,237,3072,6,North Dakota,Ohio,89,11,61,15943,1
VM-3,21,40,246,299,2048,4,North Dakota,Idaho,11,89,53,18373,1
VM-3,19,25,207,226,1024,5,Oregon,Ohio,61,39,65,18029,1
VM-2,22,37,284,248,3072,9,Pennsylvania,Tennessee,16,84,53,15989,1
VM-2,9,32,263,248,2048,1,Mississippi,Oregon,3,97,51,17142,1
VM-6,25,1,291,201,2048,15,Oklahoma,Alaska,87,13,63,15731,1
VM-5,49,20,230,253,2048,8,Kentucky,Washington,4,96,63,11488,1
VM-10,22,39,244,300,1024,14,Maryland,Virginia,36,64,63,19037,1
VM-3,18,12,249,217,2048,1,Missouri,Washington,7,93,50,15019,1
VM-2,20,37,256,293,2048,2,Minnesota,Utah,94,6,61,19666,1
VM-7,20,42,244,272,2048,13,Iowa,Pennsylvania,72,28,53,17306,1
VM-9,31,27,247,225,1024,11,Ohio,Ohio,27,73,62,13546,1
VM-7,6,5,249,251,2048,13,Missouri,Idaho,75,25,68,11461,1
VM-8,38,42,299,265,1024,8,Alaska,Ohio,69,31,56,18005,1
VM-2,49,29,272,290,1024,5,North Carolina,Nevada,18,82,64,12537,1
VM-2,24,22,207,253,2048,1,New Hampshire,Illinois,75,25,59,19401,1
VM-5,7,14,247,213,2048,6,Hawaii,Nebraska,6,94,63,13566,1
VM-4,11,46,267,284,1024,10,Delaware,Connecticut,20,80,53,12882,1
VM-5,13,5,212,277,1024,13,South Dakota,Michigan,15,85,64,12112,1
VM-1,1,30,242,268,1024,2,Minnesota,Michigan,94,6,69,17156,1
VM-4,25,7,286,227,2048,3,Florida,Georgia,60,40,52,19145,1
VM-6,17,12,203,267,3072,6,Arizona,Delaware,62,38,69,14544,1
VM-2,32,6,257,251,3072,12,Tennessee,Nebraska,44,56,66,13596,1
VM-10,11,37,241,268,1024,14,Colorado,Texas,89,11,59,15421,1
VM-2,23,35,281,290,1024,13,Michigan,Kentucky,64,36,50,16929,1
VM-6,5,32,219,217,1024,14,Mississippi,Idaho,11,89,58,11844,1
VM-8,24,16,280,279,3072,8,Delaware,Illinois,63,37,54,10258,1
VM-8,34,48,292,225,2048,11,Delaware,Pennsylvania,51,49,53,18888,1
VM-1,3,10,240,250,1024,10,Michigan,Louisiana,71,29,66,17271,1
VM-10,10,40,300,215,3072,12,Hawaii,Illinois,53,47,50,15603,1
VM-9,23,30,279,265,2048,7,Texas,Florida,92,8,66,18987,1
VM-8,46,40,253,294,3072,2,Connecticut,Rhode Island,23,77,61,16853,1
VM-9,9,17,249,202,1024,10,Alaska,Kentucky,51,49,63,10700,1
VM-6,14,12,249,271,2048,1,Michigan,Arkansas,4,96,62,11683,1
VM-8,24,18,266,226,3072,15,Vermont,Idaho,18,82,64,16279,1
VM-9,31,46,219,207,1024,3,New York,Georgia,27,73,59,12239,1
VM-10,41,43,228,270,1024,2,Ohio,Wyoming,19,81,60,12512,1
VM-10,43,6,219,253,3072,13,Oklahoma,Arkansas,49,51,61,18469,1
VM-10,17,47,210,299,2048,10,Wisconsin,Connecticut,50,50,60,10850,1
VM-8,15,5,249,238,3072,3,Tennessee,Iowa,37,63,68,11224,1
VM-7,33,24,206,247,3072,3,Illinois,Missouri,97,3,60,19136,1
VM-5,18,27,272,275,3072,5,New York,Arkansas,36,64,56,11964,1
VM-8,36,34,216,223,3072,11,Louisiana,North Carolina,51,49,66,13822,1
VM-1,40,15,288,255,2048,8,Mississippi,South Dakota,80,20,58,18861,1
VM-4,39,7,287,223,3072,5,New York,Ohio,43,57,51,16329,1
VM-5,21,6,241,271,3072,11,Ohio,Delaware,43,57,70,17361,1
VM-9,10,45,274,208,2048,5,Rhode Island,Virginia,50,50,67,14243,1
VM-1,28,34,229,267,2048,13,Iowa,Kansas,37,63,65,11135,1
VM-5,21,22,266,221,1024,12,Oklahoma,Tennessee,77,23,64,16825,1
VM-1,45,30,211,244,1024,10,Kentucky,California,41,59,67,10341,1
VM-7,16,7,207,282,3072,3,Washington,Alabama,9,91,62,15305,1
VM-7,37,30,249,280,2048,11,Colorado,Georgia,69,31,67,16129,1
VM-3,25,26,300,253,3072,8,South Dakota,North Dakota,66,34,60,16911,1
VM-8,15,31,273,217,1024,3,Pennsylvania,Oregon,30,70,51,13487,1
VM-10,15,7,295,206,1024,4,Virginia,Georgia,79,21,54,16149,1
VM-10,32,29,217,282,1024,8,Indiana,Alaska,80,20,59,13702,1
VM-4,28,41,300,208,1024,8,Iowa,New Mexico,21,79,55,12922,1
VM-1,20,40,284,204,3072,4,West Virginia,Maryland,80,20,62,18141,1
VM-2,7,32,241,249,1024,5,Minnesota,South Dakota,34,66,60,15626,1
VM-7,46,47,227,285,3072,8,Illinois,Maine,8,92,68,10609,1
VM-4,48,49,273,245,1024,7,Michigan,Hawaii,1,99,53,17709,1
VM-1,1,12,249,263,1024,11,California,New Jersey,30,70,58,16689,1
VM-6,11,40,221,279,1024,8,Minnesota,West Virginia,5,95,58,15281,1
VM-7,8,44,219,275,3072,5,North Carolina,Colorado,26,74,50,17699,1
VM-9,42,40,267,203,1024,2,Washington,South Dakota,46,54,70,16860,1
VM-8,37,3,297,263,2048,11,Colorado,Connecticut,2,98,64,11425,1
VM-7,35,24,282,273,1024,5,North Dakota,Arkansas,77,23,61,13159,1
VM-8,41,31,233,222,3072,4,Maine,Nebraska,60,40,54,15889,1
VM-3,25,42,294,214,1024,1,Minnesota,Idaho,9,91,53,11563,1
VM-2,1,36,231,291,2048,7,Ohio,Wyoming,47,53,64,14466,1
VM-7,17,34,226,216,1024,3,Oregon,West Virginia,46,54,54,16616,1
VM-4,8,38,209,280,1024,14,Kansas,New Jersey,14,86,60,15636,1
VM-7,44,2,298,205,3072,10,North Dakota,Kentucky,53,47,56,15774,1
VM-3,42,21,223,261,2048,6,Oregon,Alaska,3,97,53,16646,1
VM-5,7,35,257,241,3072,2,California,Georgia,56,44,63,15814,1
VM-1,11,9,287,268,1024,4,California,West Virginia,49,51,57,17541,1
VM-7,24,11,259,210,2048,12,South Carolina,Michigan,62,38,53,16112,1
VM-4,10,26,276,275,3072,8,Massachusetts,Massachusetts,10,90,52,17861,1
VM-3,41,28,218,242,1024,7,Massachusetts,Iowa,83,17,59,16147,1
VM-9,16,15,268,231,2048,5,Illinois,Iowa,63,37,59,18589,1
VM-3,7,28,281,257,1024,3,California,Connecticut,80,20,69,12584,1
VM-9,18,20,256,205,2048,6,South Dakota,New Hampshire,87,13,65,10600,1
VM-6,50,30,295,210,1024,7,Hawaii,Minnesota,32,68,55,13872,1
VM-10,38,21,203,265,1024,1,Maryland,Texas,20,80,59,16313,1
VM-2,22,9,201,242,1024,15,Wisconsin,Wyoming,53,47,63,12227,1
VM-7,21,7,216,295,1024,1,Montana,Virginia,33,67,52,18000,1
VM-3,14,23,243,235,2048,4,Tennessee,Wyoming,36,64,58,15928,1
VM-10,16,21,264,230,1024,7,South Carolina,Kansas,31,69,59,18028,1
VM-3,48,43,237,300,1024,14,Arizona,New Hampshire,26,74,68,15231,1
VM-3,50,10,226,202,2048,2,South Dakota,Georgia,62,38,50,14671,1
VM-10,16,35,300,226,1024,11,Rhode Island,Delaware,50,50,53,11691,1
VM-5,8,38,205,288,1024,5,Washington,California,89,11,57,14953,1
VM-9,48,50,271,282,3072,10,New Mexico,Pennsylvania,21,79,67,15923,1
VM-10,49,44,219,268,3072,15,Florida,Florida,94,6,69,18084,1
VM-2,10,12,255,244,2048,7,Alabama,Utah,18,82,67,18704,1
VM-2,9,9,271,281,1024,3,Delaware,Oregon,32,68,61,14229,1
VM-6,45,4,234,250,3072,1,Georgia,North Dakota,33,67,59,14719,1
VM-2,37,36,225,230,2048,9,Iowa,New York,4,96,70,16506,1
VM-8,40,25,292,210,1024,9,Nevada,Wyoming,53,47,66,14059,1
VM-2,6,30,289,284,2048,4,Connecticut,New Mexico,28,72,56,17873,1
VM-6,22,34,235,208,1024,3,Arkansas,Oklahoma,24,76,70,11308,1
VM-9,49,27,215,281,3072,15,Georgia,Ohio,64,36,66,11759,1
VM-2,39,37,211,238,2048,3,Mississippi,Indiana,15,85,68,16169,1
VM-1,47,45,247,257,1024,14,Rhode Island,South Carolina,63,37,51,10688,1
VM-3,25,6,236,281,1024,11,Montana,Alabama,16,84,61,15303,1
VM-3,46,20,273,246,3072,12,Louisiana,Wisconsin,8,92,68,19149,1
VM-5,2,40,239,264,3072,3,Ohio,Oregon,10,90,64,17418,1
VM-5,23,50,275,256,3072,14,New York,Oklahoma,97,3,50,19475,1
VM-9,19,41,283,244,3072,5,Missouri,Hawaii,42,58,64,19937,1
VM-7,41,46,291,260,1024,6,Arizona,Virginia,45,55,69,15804,1
VM-7,9,28,258,281,3072,11,Oregon,Pennsylvania,60,40,51,18679,1
VM-4,5,2,275,292,1024,5,Michigan,Wyoming,28,72,59,10303,1
VM-3,32,13,235,257,2048,13,Louisiana,Virginia,37,63,69,14846,1
VM-10,33,5,291,244,3072,5,Maine,California,79,21,53,13813,1
VM-7,28,20,255,202,1024,1,South Dakota,Utah,89,11,58,10786,1
VM-3,28,24,293,283,1024,15,Texas,Georgia,62,38,55,18879,1
VM-9,41,10,275,226,2048,12,Wyoming,Oklahoma,13,87,54,17398,1
VM-3,45,32,203,293,2048,15,North Carolina,Idaho,62,38,55,18120,1
VM-10,48,5,219,251,2048,15,Kansas,Washington,18,82,52,16821,1
VM-1,24,37,274,281,3072,13,South Carolina,Iowa,77,23,62,10488,1
VM-2,41,12,236,246,3072,2,Illinois,Minnesota,64,36,59,16902,1
VM-6,45,29,274,216,1024,6,Oklahoma,Minnesota,68,32,58,11639,1
VM-7,38,50,217,288,3072,12,Louisiana,Delaware,99,1,64,19715,1
VM-3,7,35,251,284,1024,9,Kentucky,Louisiana,2,98,61,10017,1
VM-6,13,40,300,272,3072,4,Hawaii,South Carolina,53,47,57,12574,1
VM-8,33,43,275,272,1024,10,Nevada,Florida,50,50,69,17162,1
VM-9,45,38,261,211,2048,10,Arkansas,Indiana,65,35,69,17107,1
VM-10,30,22,241,292,2048,13,California,Nevada,63,37,50,19674,1
VM-8,44,38,287,276,3072,8,Vermont,Mississippi,84,16,64,13897,1
VM-4,30,6,270,227,1024,13,Oklahoma,Louisiana,32,68,69,18269,1
VM-5,5,40,231,204,3072,11,Florida,Tennessee,65,35,50,13439,1
VM-3,46,13,298,271,1024,2,Nebraska,Rhode Island,49,51,50,12147,1
VM-4,20,5,210,255,3072,12,Iowa,Indiana,69,31,64,17510,1
VM-4,46,7,219,203,1024,12,Delaware,Massachusetts,93,7,61,19957,1
VM-3,11,22,238,273,2048,7,Alabama,New Jersey,52,48,65,15954,1
VM-1,10,44,256,221,1024,11,Arizona,Montana,37,63,58,19619,1
VM-1,37,49,297,267,1024,14,Maine,California,7,93,58,16525,1
VM-6,37,12,214,273,1024,1,Texas,Alabama,39,61,69,14433,1
VM-2,12,49,296,230,3072,10,Nevada,Vermont,8,92,53,12838,1
VM-4,48,1,245,217,3072,1,Wyoming,Indiana,49,51,59,14154,1
VM-1,3,22,294,232,3072,12,Nevada,Arkansas,37,63,65,18391,1
VM-1,3,20,284,214,3072,5,New Mexico,South Dakota,59,41,56,15394,1
VM-4,25,12,246,263,3072,15,Michigan,Iowa,23,77,50,18197,1
VM-4,47,49,275,284,3072,9,Rhode Island,New Mexico,35,65,61,12709,1
VM-4,39,22,291,275,2048,5,Hawaii,Idaho,89,11,58,19204,1
VM-7,42,49,249,210,2048,14,Louisiana,Louisiana,25,75,58,19926,1
VM-9,39,10,250,207,3072,11,Georgia,Missouri,7,93,64,10604,1
VM-4,2,23,221,297,2048,3,New Mexico,Pennsylvania,32,68,54,12586,1
VM-6,40,31,243,233,3072,14,Michigan,New Jersey,87,13,64,13802,1
VM-4,40,22,299,235,2048,1,Alabama,New York,18,82,54,11815,1
VM-6,1,25,224,282,1024,11,Rhode Island,Delaware,68,32,57,14743,1
VM-4,12,37,257,214,1024,12,Rhode Island,Virginia,72,28,60,10466,1
VM-2,5,13,291,252,1024,5,Vermont,Massachusetts,16,84,53,10843,1
VM-9,49,29,202,272,3072,14,Maryland,Utah,58,42,68,15314,1
VM-6,17,36,242,284,1024,4,Indiana,Louisiana,56,44,66,14373,1
VM-4,21,46,265,278,3072,10,California,New Mexico,3,97,63,15029,1
VM-2,16,42,228,201,2048,4,Montana,Massachusetts,4,96,51,16684,1
VM-6,30,17,285,289,2048,12,Illinois,Arizona,7,93,65,17910,1
VM-9,19,7,227,207,1024,1,Delaware,Tennessee,63,37,53,14668,1
VM-2,12,19,291,220,3072,9,Vermont,South Dakota,5,95,67,16027,1
VM-2,39,34,250,255,2048,13,Alaska,South Dakota,39,61,62,10206,1
VM-5,19,49,200,268,1024,10,Missouri,Wyoming,76,24,59,19123,1
VM-3,43,35,216,247,1024,7,Connecticut,Missouri,87,13,67,14324,1
VM-10,11,13,263,289,2048,2,Florida,Connecticut,4,96,69,12770,1
VM-2,20,27,217,226,2048,5,Florida,North Dakota,97,3,67,16988,1
VM-7,19,8,268,263,3072,5,Minnesota,Maine,17,83,60,10471,1
VM-3,28,36,271,214,2048,3,Hawaii,Washington,96,4,67,13992,1
VM-1,47,50,264,263,1024,4,Washington,Idaho,57,43,66,19442,1
VM-5,6,16,264,265,3072,10,New Hampshire,Louisiana,83,17,52,11286,1
VM-4,43,41,247,255,1024,5,Alaska,Alaska,61,39,54,16665,1
VM-9,24,39,235,247,2048,8,North Dakota,Kansas,9,91,64,16597,1
VM-8,45,34,286,237,3072,6,New Hampshire,Rhode Island,79,21,50,19096,1
VM-9,38,41,233,203,2048,3,Delaware,Georgia,50,50,53,17730,1
VM-7,15,30,262,207,1024,1,California,North Dakota,40,60,55,14219,1
VM-7,41,13,209,296,3072,7,Rhode Island,Wisconsin,52,48,67,18342,1
VM-8,35,47,283,272,1024,12,Wisconsin,Iowa,4,96,57,11347,1
VM-10,33,38,281,215,1024,1,North Carolina,Pennsylvania,83,17,63,15277,1
VM-9,4,12,276,267,3072,6,Rhode Island,Nevada,76,24,54,12891,1
VM-7,31,36,252,224,3072,10,Mississippi,Connecticut,46,54,54,16368,1
VM-6,38,39,205,247,1024,7,Louisiana,Nevada,59,41,67,19650,1
VM-2,24,43,280,237,3072,2,Utah,Alabama,48,52,70,10879,1
VM-8,2,50,228,299,1024,3,Nevada,Alabama,82,18,66,19112,1
VM-6,49,1,236,210,3072,15,West Virginia,Rhode Island,8,92,67,10232,1
VM-2,26,14,263,228,2048,10,North Carolina,Kentucky,7,93,50,10938,1
VM-1,42,44,208,216,3072,6,California,Nebraska,34,66,62,11403,1
VM-7,7,39,264,260,2048,13,Kansas,Nevada,55,45,55,13905,1
VM-1,26,34,238,269,3072,6,Delaware,South Carolina,20,80,68,19140,1
VM-4,13,13,258,264,2048,2,Vermont,South Carolina,6,94,58,15105,1
VM-2,36,25,291,221,2048,6,Tennessee,Oregon,20,80,60,15163,1
VM-10,38,12,252,278,2048,1,Kansas,Alaska,27,73,50,12439,1
VM-3,50,18,266,281,3072,15,Arizona,New Hampshire,73,27,62,12358,1
VM-9,11,4,249,246,3072,8,Kentucky,North Dakota,20,80,61,14508,1
VM-7,41,11,240,251,2048,3,New York,Arizona,78,22,59,10582,1
VM-7,10,28,251,202,2048,1,Montana,Georgia,51,49,65,14497,1
VM-1,35,46,280,234,1024,12,Vermont,California,37,63,68,14219,1
VM-10,39,15,262,273,2048,5,Idaho,Florida,39,61,50,10906,1
VM-4,43,50,234,277,2048,8,Washington,Kansas,53,47,69,11147,1
VM-8,9,29,226,264,2048,5,Nevada,Iowa,77,23,70,12870,1
VM-10,27,5,212,204,3072,7,Montana,Vermont,69,31,69,18227,1
VM-6,34,22,220,237,3072,14,Florida,New Mexico,6,94,50,17111,1
VM-7,39,11,208,212,3072,7,New Mexico,Arkansas,15,85,60,19370,1
VM-4,12,40,221,207,2048,2,New Mexico,Illinois,81,19,66,15425,1
VM-1,2,13,240,229,1024,15,Arizona,North Dakota,82,18,53,19344,1
VM-5,35,29,230,261,3072,15,Nebraska,Texas,46,54,53,16773,1
VM-1,5,42,277,288,2048,8,Rhode Island,New Mexico,83,17,63,11633,1
VM-4,22,39,209,270,2048,13,Georgia,New Hampshire,47,53,59,13912,1
VM-10,39,5,271,245,2048,1,North Dakota,North Carolina,69,31,66,18381,1
VM-5,5,43,266,211,2048,7,South Dakota,Montana,14,86,63,14954,1
VM-7,11,47,287,296,3072,8,Maine,Ohio,2,98,55,15542,1
VM-1,27,15,293,210,1024,15,Georgia,Kansas,98,2,62,13102,1
VM-3,26,19,229,205,2048,1,Kentucky,Maryland,88,12,56,18468,1
VM-3,37,6,239,227,3072,14,New Hampshire,Idaho,72,28,59,11357,1
VM-10,46,41,281,247,1024,5,Nebraska,West Virginia,68,32,53,16196,1
VM-1,1,31,239,203,1024,12,Colorado,West Virginia,96,4,70,13978,1
VM-7,16,44,263,213,2048,4,Virginia,Wyoming,60,40,64,10202,1
VM-7,34,45,211,217,3072,2,Pennsylvania,Nevada,76,24,55,17809,1
VM-2,3,28,272,240,2048,15,Iowa,Massachusetts,76,24,58,11144,1
VM-1,48,35,236,246,1024,9,Maine,Tennessee,94,6,61,19385,1
VM-6,32,30,230,291,3072,7,South Carolina,Tennessee,45,55,52,15521,1
VM-8,14,23,268,202,3072,9,Alaska,Rhode Island,23,77,56,13714,1
VM-4,35,38,228,284,1024,15,Arkansas,Texas,92,8,67,18375,1
VM-7,1,23,270,290,1024,3,Kansas,Maine,10,90,55,10180,1
VM-8,32,36,244,227,1024,2,Rhode Island,Arizona,75,25,53,13900,1
VM-8,11,43,275,211,1024,7,Vermont,Nebraska,56,44,61,10976,1
VM-1,7,6,251,210,1024,13,Delaware,Washington,3,97,58,12123,1
VM-5,4,9,207,236,3072,2,Wisconsin,North Dakota,22,78,51,15559,1
VM-7,30,25,200,273,1024,15,Oregon,North Carolina,93,7,61,18815,1
VM-5,45,6,259,216,3072,2,New Jersey,Alaska,85,15,57,10224,1
VM-3,16,44,299,228,2048,5,Wisconsin,Kansas,70,30,54,11886,1
VM-8,33,8,296,251,1024,3,Connecticut,Rhode Island,46,54,60,13345,1
VM-5,19,5,232,240,2048,12,Alabama,Utah,22,78,53,11638,1
VM-8,35,5,262,234,1024,15,Arizona,Kentucky,96,4,55,16099,1
VM-9,10,28,210,208,2048,5,Indiana,New Jersey,97,3,66,11599,1
VM-10,16,7,249,205,2048,1,Virginia,Oregon,23,77,65,14709,1
VM-3,43,18,250,230,1024,7,Alabama,Ohio,40,60,50,15124,1
VM-8,34,30,234,227,2048,2,Rhode Island,Wisconsin,76,24,54,14829,1
VM-10,36,38,207,241,1024,4,Utah,Idaho,53,47,59,16070,1
VM-6,16,3,251,292,1024,9,Montana,Vermont,62,38,63,17289,1
VM-7,39,28,247,280,1024,7,Connecticut,Idaho,6,94,65,13889,1
VM-4,38,12,279,209,1024,4,Wyoming,Delaware,86,14,51,17308,1
VM-1,41,26,232,293,3072,2,Rhode Island,Oklahoma,21,79,67,19685,1
VM-5,7,40,244,211,1024,3,Kentucky,Massachusetts,60,40,50,18228,1
VM-10,16,37,232,290,2048,2,Arizona,Tennessee,66,34,63,12701,1
VM-6,29,16,224,222,2048,15,Massachusetts,Arizona,75,25,70,10718,1
VM-10,41,31,210,219,1024,10,Texas,Indiana,97,3,50,19103,1
VM-2,21,28,218,204,2048,3,West Virginia,Florida,25,75,55,18384,1
VM-8,25,20,238,258,1024,2,Washington,Delaware,89,11,61,19863,1
VM-10,44,12,207,244,2048,2,Pennsylvania,New Mexico,85,15,55,10642,1
VM-5,45,6,212,268,3072,1,South Dakota,Utah,22,78,53,13607,1
VM-6,16,19,294,241,1024,12,Louisiana,Hawaii,68,32,53,13736,1
VM-10,13,12,294,205,3072,15,Alabama,North Carolina,21,79,68,14968,1
VM-3,50,3,277,201,1024,13,Nebraska,Arkansas,2,98,63,18794,1
VM-10,13,36,204,205,1024,9,Minnesota,Hawaii,70,30,60,11460,1
VM-2,12,11,200,231,2048,5,Minnesota,West Virginia,82,18,61,18599,1
VM-4,32,28,260,291,3072,10,Washington,Nevada,63,37,68,10533,1
VM-2,33,37,281,290,3072,2,North Carolina,Arizona,90,10,64,13763,1
VM-4,32,32,261,283,3072,6,Montana,Louisiana,95,5,63,19509,1
VM-10,31,27,215,238,1024,3,Hawaii,Rhode Island,2,98,66,13662,1
VM-4,20,25,268,275,1024,8,Massachusetts,Indiana,78,22,70,10601,1
VM-7,17,32,297,275,2048,3,Maryland,Indiana,90,10,60,18010,1
VM-10,42,6,204,217,2048,5,Ohio,Pennsylvania,91,9,52,13590,1
VM-3,32,25,242,217,1024,15,Rhode Island,Kentucky,79,21,62,12971,1
VM-3,6,46,248,298,2048,15,Nevada,Connecticut,45,55,61,12144,1
VM-5,38,42,252,298,3072,6,Nevada,New Mexico,31,69,53,15871,1
VM-4,44,9,265,268,3072,6,North Carolina,Ohio,49,51,68,16363,1
VM-3,6,29,286,224,1024,7,Oklahoma,New Hampshire,28,72,56,14067,1
VM-4,4,33,274,270,1024,7,Michigan,Tennessee,51,49,58,18280,1
VM-6,28,13,226,276,1024,9,Montana,Indiana,81,19,64,19282,1
VM-2,49,8,203,267,1024,12,North Dakota,Maryland,5,95,57,16387,1
VM-10,28,10,212,208,3072,10,Maine,Illinois,14,86,54,10429,1
VM-10,10,10,276,285,3072,5,Kentucky,New Hampshire,5,95,55,10877,1
VM-5,11,42,298,296,2048,10,Mississippi,Virginia,50,50,55,12156,1
VM-8,12,8,218,270,2048,3,Nebraska,Idaho,49,51,67,10005,1
VM-1,37,48,262,285,1024,12,Tennessee,Oklahoma,61,39,68,19896,1
VM-6,37,10,216,244,2048,14,Tennessee,North Dakota,97,3,53,18917,1
VM-5,33,20,233,217,1024,8,Alabama,Wisconsin,97,3,53,10410,1
VM-2,20,41,263,240,3072,14,Michigan,Michigan,1,99,63,11113,1
VM-7,17,49,287,270,1024,15,Alabama,Vermont,91,9,70,19643,1
VM-10,32,9,285,212,3072,11,Massachusetts,Michigan,16,84,54,15191,1
VM-1,41,20,230,250,3072,8,Oklahoma,Rhode Island,55,45,68,17890,1
VM-3,34,30,203,228,1024,3,Montana,Massachusetts,87,13,54,14024,1
VM-6,35,6,243,237,1024,5,Maryland,North Dakota,73,27,70,10923,1
VM-3,21,32,255,243,3072,12,West Virginia,Missouri,50,50,63,11946,1
